"key","en","cs"
"StaticItemNames.hoeNames[302]","Moonlit Hoe","Měsíční kosa"
"StaticItemNames.hoeNames[303]","Sunlit Tiller","Sluneční oráč"
"StaticItemNames.hoeNames[304]","Starlit Seed","Hvězdná semena"
"StaticItemNames.hoeNames[305]","Dawn Reaper","Žnec úsvitu"
"StaticItemNames.hoeNames[306]","Dusk Sower","Sazeč soumraku"
"StaticItemNames.hoeNames[307]","Twilight Tiller","Oráč soumraku"
"StaticItemNames.hoeNames[308]","Midnight Mow","Půlnoční sečení"
"StaticItemNames.hoeNames[309]","Noon Harvest","Polední sklizeň"
"StaticItemNames.hoeNames[310]","Eclipse Hoe","Kosa zatmění"
"StaticItemNames.hoeNames[311]","Solstice Reap","Žnec slunovratu"
"StaticItemNames.hoeNames[312]","Equinox Edge","Rovnodenní ostří"
"StaticItemNames.hoeNames[313]","Frost Hoe","Mrazivá kosa"
"StaticItemNames.hoeNames[314]","Flame Tiller","Ohnivý oráč"
"StaticItemNames.hoeNames[315]","Storm Reap","Žnec bouře"
"StaticItemNames.hoeNames[316]","Gale Harvest","Větrná sklizeň"
"StaticItemNames.hoeNames[317]","Tempest Tiller","Bouřný oráč"
"StaticItemNames.hoeNames[318]","Thunder Hoe","Hromová kosa"
"StaticItemNames.hoeNames[319]","Lightning Reap","Bleskový žnec"
"StaticItemNames.hoeNames[320]","Rain Render","Déšťový rozrážeč"
"StaticItemNames.hoeNames[321]","Hail Harvest","Kroupová sklizeň"
"StaticItemNames.hoeNames[322]","Snow Sow","Sněžný sázeč"
"StaticItemNames.hoeNames[323]","Drought Ender","Ukončovatel sucha"
"StaticItemNames.hoeNames[324]","Flood Tiller","Povodňový oráč"
"StaticItemNames.hoeNames[325]","River Hoe","Říční kosa"
"StaticItemNames.hoeNames[326]","Lake Tender","Strážce studny"
"StaticItemNames.hoeNames[327]","Pond Render","Pečovatel jezera"
"StaticItemNames.hoeNames[328]","Creek Cutter","Rybniční rozrážeč"
"StaticItemNames.hoeNames[329]","Brook Blade","Potokový sekáč"
"StaticItemNames.hoeNames[330]","Spring Water Hoe","Potůčková čepel"
"StaticItemNames.hoeNames[331]","Well Warden","Kosa pramenné vody"
"StaticItemNames.hoeNames[332]","Fountain Fury","Strážce kašny"
"StaticItemNames.hoeNames[333]","Canal Cutter","Kašnový hněv"
"StaticItemNames.hoeNames[334]","Terrace Tiller","Kanálový sekáč"
"StaticItemNames.hoeNames[335]","Ridge Render","Terasový oráč"
"StaticItemNames.hoeNames[336]","Valley Vow","Hřebenový rozrážeč"
"StaticItemNames.hoeNames[337]","Hill Harvest","Údolní slib"
"StaticItemNames.hoeNames[338]","Mountain Mow","Sklizeň na kopcích"
"StaticItemNames.hoeNames[339]","Plateau Plow","Horská seč"
"StaticItemNames.hoeNames[340]","Mesa Hoe","Plošný pluh"
"StaticItemNames.hoeNames[341]","Desert Bloom","Mesová kosa"
"StaticItemNames.hoeNames[342]","Oasis Hoe","Pouštní květ"
"StaticItemNames.hoeNames[343]","Jungle Hoe","Oázová kosa"
"StaticItemNames.hoeNames[344]","Forest Tiller","Džunglová kosa"
"StaticItemNames.hoeNames[345]","Savanna Sow","Lesní oráč"
"StaticItemNames.hoeNames[346]","Tundra Tiller","Savannový sázeč"
"StaticItemNames.hoeNames[347]","Taiga Hoe","Tundrový oráč"
"StaticItemNames.hoeNames[348]","Steppe Sow","Tajga kosa"
"StaticItemNames.hoeNames[349]","Fen Hoe","Steppový sázeč"
"StaticItemNames.hoeNames[350]","Marsh Mow","Močalová kosa"
"StaticItemNames.hoeNames[351]","Swamp Sow","Bažinaté sečení"
"StaticItemNames.hoeNames[352]","Delta Hoe","Bažinový sázeč"
"StaticItemNames.hoeNames[353]","Estuary Edge","Deltová kosa"
"StaticItemNames.hoeNames[354]","Hoe of the Wild","Okraj ústí"
"StaticItemNames.hoeNames[355]","Untamed Tiller","Kosa divočiny"
"StaticItemNames.hoeNames[356]","Savage Sow","Nespoutaný oráč"
"StaticItemNames.hoeNames[357]","Primal Plow","Divoký sázeč"
"StaticItemNames.hoeNames[358]","Ancient Harvest","Prvotní pluh"
"StaticItemNames.hoeNames[359]","Forgotten Furrow","Starobylá sklizeň"
"StaticItemNames.hoeNames[360]","Lost Sow","Zapomenutá brázda"
"StaticItemNames.hoeNames[361]","Ruined Reap","Ztracený sázeč"
"StaticItemNames.hoeNames[362]","Broken Bloom","Zničený žnec"
"StaticItemNames.hoeNames[363]","Shattered Seed","Rozbitý květ"
"StaticItemNames.hoeNames[364]","Mended Mow","Rozlámané semeno"
"StaticItemNames.hoeNames[365]","Restored Reap","Opravené sečení"
"StaticItemNames.hoeNames[366]","Reborn Hoe","Obnovený žnec"
"StaticItemNames.hoeNames[367]","Eternal Harvest","Znovuzrozená kosa"
"StaticItemNames.hoeNames[368]","Infinite Furrow","Věčná sklizeň"
"StaticItemNames.hoeNames[369]","Boundless Bloom","Nekonečná brázda"
"StaticItemNames.hoeNames[370]","Timeless Tiller","Bezbřehý květ"
"StaticItemNames.hoeNames[371]","Ageless Hoe","Nadčasový oráč"
"StaticItemNames.hoeNames[372]","Immortal Reap","Bezvěký nástroj"
"StaticItemNames.hoeNames[373]","Divine Furrow","Nesmrtelný žnec"
"StaticItemNames.hoeNames[374]","Sacred Sow","Božská brázda"
"StaticItemNames.hoeNames[375]","Holy Harvest","Posvátný sázeč"
"StaticItemNames.hoeNames[376]","Blessed Bloom","Svatá sklizeň"
"StaticItemNames.hoeNames[377]","Cursed Crop","Požehnaný květ"
"StaticItemNames.hoeNames[378]","Wicked Weed","Prokletá úroda"
"StaticItemNames.hoeNames[379]","Vile Vine","Zlá plevel"
"StaticItemNames.hoeNames[380]","Dark Harvest","Ošklivá réva"
"StaticItemNames.hoeNames[381]","Shadow Sow","Temná sklizeň"
"StaticItemNames.hoeNames[382]","Grim Grain","Stínový sázeč"
"StaticItemNames.hoeNames[383]","Death's Hoe","Ponuré zrno"
"StaticItemNames.hoeNames[384]","Blight Blade","Kosa smrti"
"StaticItemNames.hoeNames[385]","Withered Hoe","Čepel nákazy"
"StaticItemNames.hoeNames[386]","Rotting Reap","Uschlá kosa"
"StaticItemNames.hoeNames[387]","Decayed Furrow","Hnilobný žnec"
"StaticItemNames.hoeNames[388]","Necrotic Hoe","Zchátralá brázda"
"StaticItemNames.hoeNames[389]","Spectral Sow","Nekrotická kosa"
"StaticItemNames.hoeNames[390]","Ghost Grain","Přízračný sázeč"
"StaticItemNames.hoeNames[391]","Phantom Plow","Duchovní zrno"
"StaticItemNames.hoeNames[392]","Wraith Reap","Přízračný pluh"
"StaticItemNames.hoeNames[393]","Spirit Sprout","Žnec přízraku"
"StaticItemNames.hoeNames[394]","Soul Sow","Duchovní výhonek"
"StaticItemNames.hoeNames[395]","Ethereal Harvest","Sázeč duší"
"StaticItemNames.hoeNames[396]","Astral Hoe","Éterická sklizeň"
"StaticItemNames.hoeNames[397]","Celestial Crop","Astrální kosa"
"StaticItemNames.hoeNames[398]","Cosmic Furrow","Nebeská úroda"
"StaticItemNames.hoeNames[399]","Void Harvest","Kosmická brázda"
"StaticItemNames.hoeNames[400]","Null Hoe","Sklizeň prázdnoty"
"StaticItemNames.hoeNames[401]","Chaos Crop","Nulová kosa"
"StaticItemNames.hoeNames[402]","Order Hoe","Chaotická úroda"
"StaticItemNames.hoeNames[403]","Harmony Harvest","Řádová kosa"
"StaticItemNames.hoeNames[404]","Discord Hoe","Harmonická sklizeň"
"StaticItemNames.hoeNames[405]","Serenity Sow","Nesouladná kosa"
"StaticItemNames.hoeNames[406]","Tranquil Tiller","Sázeč klidu"
"StaticItemNames.hoeNames[407]","Peaceful Plow","Klidný oráč"
"StaticItemNames.hoeNames[408]","Warborn Hoe","Mírumilovný pluh"
"StaticItemNames.hoeNames[409]","Battle Harvest","Válečná kosa"
"StaticItemNames.hoeNames[410]","Conquest Crop","Bitevní sklizeň"
"StaticItemNames.hoeNames[411]","Victory Vine","Úroda dobytí"
"StaticItemNames.hoeNames[412]","Crimson Hoe","Vítězná réva"
"StaticItemNames.hoeNames[413]","Azure Tiller","Karmínová kosa"
"StaticItemNames.hoeNames[414]","Gilded Reap","Azurový oráč"
"StaticItemNames.hoeNames[415]","Obsidian Plow","Pozlacený žnec"
"StaticItemNames.hoeNames[416]","Emerald Sow","Obsidiánový pluh"
"StaticItemNames.hoeNames[417]","Ruby Hoe","Smaragdový sázeč"
"StaticItemNames.hoeNames[418]","Sapphire Tiller","Rubínová kosa"
"StaticItemNames.hoeNames[419]","Diamond Reap","Safírový oráč"
"StaticItemNames.hoeNames[420]","Amethyst Hoe","Diamantový žnec"
"StaticItemNames.hoeNames[421]","Topaz Tiller","Ametystová kosa"
"StaticItemNames.hoeNames[422]","Pearl Hoe","Topazový oráč"
"StaticItemNames.hoeNames[423]","Onyx Sow","Perlová kosa"
"StaticItemNames.hoeNames[424]","Garnet Reap","Onyxový sázeč"
"StaticItemNames.hoeNames[425]","Amber Hoe","Granátový žnec"
"StaticItemNames.hoeNames[426]","Coral Tiller","Jantarová kosa"
"StaticItemNames.hoeNames[427]","Ivory Reap","Korálový oráč"
"StaticItemNames.hoeNames[428]","Ebony Sow","Slonovinový žnec"
"StaticItemNames.hoeNames[429]","Quartz Hoe","Ebónový sázeč"
"StaticItemNames.hoeNames[430]","The Harvester","Křemenná kosa"
"StaticItemNames.hoeNames[431]","The Gleaner","Žnec"
"StaticItemNames.hoeNames[432]","The Winnower","Sběrač"
"StaticItemNames.hoeNames[433]","The Cropmaster","Třídící kosa"
"StaticItemNames.hoeNames[434]","The Sower","Strážce úrody"
"StaticItemNames.hoeNames[435]","The Plowman","Sázeč"
"StaticItemNames.hoeNames[436]","The Fieldhand","Oráč"
"StaticItemNames.hoeNames[437]","The Husbandman","Polní dělník"
"StaticItemNames.hoeNames[438]","The Granger","Rolník"
"StaticItemNames.hoeNames[439]","The Yeoman","Pastýř"
"StaticItemNames.hoeNames[440]","Hoe of the Ancients","Sedlák"
"StaticItemNames.hoeNames[441]","Hoe of the Druid","Kosa dávných"
"StaticItemNames.hoeNames[442]","Hoe of the Sun","Kosa druida"
"StaticItemNames.hoeNames[443]","Hoe of the Void","Kosa slunce"
"StaticItemNames.hoeNames[444]","Scythe of Dusk","Kosa prázdnoty"
"StaticItemNames.hoeNames[445]","Scythe of Destiny","Kosáč soumraku"
"StaticItemNames.hoeNames[446]","Sickle of the Moon","Kosáč osudu"
"StaticItemNames.hoeNames[447]","Blade of the Field","Srp měsíce"
"StaticItemNames.hoeNames[448]","Blade of the Harvest","Čepel pole"
"StaticItemNames.hoeNames[449]","Blade of Seasons","Čepel sklizně"
"StaticItemNames.hoeNames[450]","Edge of Autumn","Čepel ročních období"
"StaticItemNames.hoeNames[451]","Edge of the Meadow","Ostří podzimu"
"StaticItemNames.hoeNames[452]","Tiller of the Storm","Ostří louky"
"StaticItemNames.hoeNames[453]","Till of the Titans","Oráč bouře"
"StaticItemNames.hoeNames[454]","Till of the Deep","Orba titánů"
"StaticItemNames.hoeNames[455]","Hoe of the Forgotten","Orba hlubin"
"StaticItemNames.hoeNames[456]","Hoe of the Damned","Kosa zapomenutých"
"StaticItemNames.hoeNames[457]","Hoe of the Cursed","Kosa zatracených"
"StaticItemNames.hoeNames[458]","Hoe of the Grove","Kosa prokletých"
"StaticItemNames.hoeNames[459]","Hoe of the Warden","Kosa háje"
"StaticItemNames.hoeNames[460]","Cropfang Hoe","Kosa strážce"
"StaticItemNames.hoeNames[461]","Cropbound Hoe","Úrodný tesák"
"StaticItemNames.hoeNames[462]","Cropsong Hoe","Úroda vázaná"
"StaticItemNames.hoeNames[463]","Cropherald Hoe","Píseň úrody"
"StaticItemNames.hoeNames[464]","Cropreaper Hoe","Smaragdová kosa"
"StaticItemNames.hoeNames[465]","Fieldcleave Hoe","Žnec úrody"
"StaticItemNames.hoeNames[466]","Fieldbound Hoe","Polecizel"
"StaticItemNames.hoeNames[467]","Fieldfang Hoe","Pevnost pole"
"StaticItemNames.hoeNames[468]","Fieldmaw Hoe","Pole tesák"
"StaticItemNames.hoeNames[469]","Fieldsong Hoe","Pole hltan"
"StaticItemNames.hoeNames[470]","Soilrender Hoe","Pole písně"
"StaticItemNames.hoeNames[471]","Soilstrike Hoe","Půdní rozrážeč"
"StaticItemNames.hoeNames[472]","Soilmaw Hoe","Půdní úder"
"StaticItemNames.hoeNames[473]","Soilbound Hoe","Půdní hltan"
"StaticItemNames.hoeNames[474]","Soilforge Hoe","Půdní pouto"
"StaticItemNames.hoeNames[475]","Grainfury Hoe","Půdní kovář"
"StaticItemNames.hoeNames[476]","Grainblade Hoe","Zrnivý hněv"
"StaticItemNames.hoeNames[477]","Grainkeeper Hoe","Zrnistá čepel"
"StaticItemNames.hoeNames[478]","Grainsong Hoe","Strážce zrna"
"StaticItemNames.hoeNames[479]","Grainforge Hoe","Píseň zrna"
"StaticItemNames.hoeNames[480]","Seedstrike Hoe","Kovář zrna"
"StaticItemNames.hoeNames[481]","Seedrender Hoe","Úder semene"
"StaticItemNames.hoeNames[482]","Seedcleave Hoe","Rozrážeč semen"
"StaticItemNames.hoeNames[483]","Seedfang Hoe","Sekání semen"
"StaticItemNames.hoeNames[484]","Seedmaw Hoe","Tesák semen"
"StaticItemNames.hoeNames[485]","Rootfury Hoe","Semenný hltan"
"StaticItemNames.hoeNames[486]","Rootrender Hoe","Kořenový hněv"
"StaticItemNames.hoeNames[487]","Rootcleave Hoe","Kořenový rozrážeč"
"StaticItemNames.hoeNames[488]","Rootmaw Hoe","Kořenový sekáč"
"StaticItemNames.hoeNames[489]","Rootstrike Hoe","Kořenový hltan"
"StaticItemNames.hoeNames[490]","Furrowfury Hoe","Kořenový úder"
"StaticItemNames.hoeNames[491]","Furrowrender Hoe","Brázdový hněv"
"StaticItemNames.hoeNames[492]","Furrowcleave Hoe","Brázdový rozrážeč"
"StaticItemNames.hoeNames[493]","Furrowmaw Hoe","Brázdový sekáč"
"StaticItemNames.hoeNames[494]","Furrowstrike Hoe","Brázdový hltan"
"StaticItemNames.hoeNames[495]","Tillfang Hoe","Brázdový úder"
"StaticItemNames.hoeNames[496]","Tillcleave Hoe","Orný tesák"
"StaticItemNames.hoeNames[497]","Tillstrike Hoe","Orný sekáč"
"StaticItemNames.hoeNames[498]","Tillmaw Hoe","Orný úder"
"StaticItemNames.hoeNames[499]","Tillrender Hoe","Orný hltan"
"StaticItemNames.leggingsNames[0]","Greaves of the Titan","Orný rozrážeč"
"StaticItemNames.leggingsNames[1]","Ironstriders","Nohavice titána"
"StaticItemNames.leggingsNames[2]","Pathwalkers","Železní kročeje"
"StaticItemNames.leggingsNames[3]","The Pillars","Cestní kročeje"
"StaticItemNames.leggingsNames[4]","Warlegs","Sloupy"
"StaticItemNames.leggingsNames[5]","Voidgreaves","Válečné nohavice"
"StaticItemNames.leggingsNames[6]","Duskstriders","Nohavice prázdnoty"
"StaticItemNames.leggingsNames[7]","The Foundation","Soumrakové kročeje"
"StaticItemNames.leggingsNames[8]","Greaves of Fury","Základ"
"StaticItemNames.leggingsNames[9]","Starfall Greaves","Nohavice zuřivosti"
"StaticItemNames.leggingsNames[10]","Thornlegs","Nohavice padlých hvězd"
"StaticItemNames.leggingsNames[11]","Whisperstriders","Trnové nohy"
"StaticItemNames.leggingsNames[12]","The Stance","Šeptající kročeje"
"StaticItemNames.leggingsNames[13]","Greaves of Ruin","Postoj"
"StaticItemNames.leggingsNames[14]","Nightstriders","Nohavice zkázy"
"StaticItemNames.leggingsNames[15]","Skullgreaves","Noční kročeje"
"StaticItemNames.leggingsNames[16]","The Columns","Sloupy"
"StaticItemNames.leggingsNames[17]","Greaves of Embers","Náholenice žhavých uhlíků"
"StaticItemNames.leggingsNames[18]","Ironlegs","Železné nohavice"
"StaticItemNames.leggingsNames[19]","Dreadstriders","Děsivé nohavice"
"StaticItemNames.leggingsNames[20]","The Roots","Kořeny"
"StaticItemNames.leggingsNames[21]","Greaves of the Fallen","Náholenice padlého"
"StaticItemNames.leggingsNames[22]","Shadowstriders","Stínokráčeči"
"StaticItemNames.leggingsNames[23]","Flameward Greaves","Ohnivé holenice"
"StaticItemNames.leggingsNames[24]","The Ironpillars","Železné pilíře"
"StaticItemNames.leggingsNames[25]","Stormstriders","Bouřní kráčeči"
"StaticItemNames.leggingsNames[26]","Wargreaves","Válečné náholenice"
"StaticItemNames.leggingsNames[27]","Greaves of Twilight","Náholenice soumraku"
"StaticItemNames.leggingsNames[28]","The Harbinger Greaves","Náholenice předzvěsti"
"StaticItemNames.leggingsNames[29]","Froststriders","Mrazochodci"
"StaticItemNames.leggingsNames[30]","Greaves of Eternity","Náholenice věčnosti"
"StaticItemNames.leggingsNames[31]","Crimson Greaves","Šarlatové holenice"
"StaticItemNames.leggingsNames[32]","The Marchers","Pochodující"
"StaticItemNames.leggingsNames[33]","Moonstriders","Měsíční kráčeči"
"StaticItemNames.leggingsNames[34]","Dawnguard Greaves","Úsvitové strážní holenice"
"StaticItemNames.leggingsNames[35]","Legguards of Ruin","Chrániče nohou zkázy"
"StaticItemNames.leggingsNames[36]","The Tyrant Greaves","Náholenice tyrana"
"StaticItemNames.leggingsNames[37]","Ashstriders","Popelové nohavice"
"StaticItemNames.leggingsNames[38]","Greaves of the Hollow","Náholenice Prázdného"
"StaticItemNames.leggingsNames[39]","Sightstriders","Zrakokráčeči"
"StaticItemNames.leggingsNames[40]","The Warden Greaves","Náholenice strážce"
"StaticItemNames.leggingsNames[41]","Voidstriders","Prázdnotní kráčeči"
"StaticItemNames.leggingsNames[42]","Greaves of Thorns","Náholenice trnů"
"StaticItemNames.leggingsNames[43]","Irongreaves","Železné náholenice"
"StaticItemNames.leggingsNames[44]","The Leviathan Greaves","Náholenice leviatana"
"StaticItemNames.leggingsNames[45]","Greaves of Wrath","Náholenice hněvu"
"StaticItemNames.leggingsNames[46]","Dusklegs","Soumračné nohy"
"StaticItemNames.leggingsNames[47]","Flamelegs","Plamenné nohy"
"StaticItemNames.leggingsNames[48]","The Revenant Greaves","Náholenice revenanta"
"StaticItemNames.leggingsNames[49]","Stormlegs","Bouřní nohavice"
"StaticItemNames.leggingsNames[50]","Greaves of the Abyss","Náholenice propasti"
"StaticItemNames.leggingsNames[51]","Nightlegs","Noční nohavice"
"StaticItemNames.leggingsNames[52]","The Sentinel Greaves","Náholenice sentinela"
"StaticItemNames.leggingsNames[53]","Greaves of Dawn","Náholenice úsvitu"
"StaticItemNames.leggingsNames[54]","Warstriders","Váleční kráčeči"
"StaticItemNames.leggingsNames[55]","Shadowlegs","Stínové nohavice"
"StaticItemNames.leggingsNames[56]","The Monolith Greaves","Náholenice monolitu"
"StaticItemNames.leggingsNames[57]","Greaves of Iron","Náholenice železa"
"StaticItemNames.leggingsNames[58]","Frostguard Greaves","Mrazivé strážní holenice"
"StaticItemNames.leggingsNames[59]","The Phantom Greaves","Náholenice přízraku"
"StaticItemNames.leggingsNames[60]","Bloodstriders","Krvavé chodci"
"StaticItemNames.leggingsNames[61]","Greaves of the Warden","Náholenice strážce"
"StaticItemNames.leggingsNames[62]","Thunderstriders","Hromokráčeči"
"StaticItemNames.leggingsNames[63]","The Titan Greaves","Náholenice titána"
"StaticItemNames.leggingsNames[64]","Ashlegs","Popelové nohy"
"StaticItemNames.leggingsNames[65]","Greaves of Valor","Náholenice udatnosti"
"StaticItemNames.leggingsNames[66]","Dreadlegs","Děsivé nohy"
"StaticItemNames.leggingsNames[67]","The Colossus Greaves","Náholenice kolosa"
"StaticItemNames.leggingsNames[68]","Greaves of Silence","Náholenice ticha"
"StaticItemNames.leggingsNames[69]","Moonlegs","Měsíční nohavice"
"StaticItemNames.leggingsNames[70]","Starstriders","Hvězdní kráčeči"
"StaticItemNames.leggingsNames[71]","The Crusader Greaves","Náholenice křižáka"
"StaticItemNames.leggingsNames[72]","Ironstrider Greaves","Náholenice železokráčeče"
"StaticItemNames.leggingsNames[73]","Greaves of the Storm","Náholenice bouře"
"StaticItemNames.leggingsNames[74]","Voidlegs","Nohavice prázdnoty"
"StaticItemNames.leggingsNames[75]","The Fortress Greaves","Náholenice pevnosti"
"StaticItemNames.leggingsNames[76]","Greaves of Defiance","Náholenice vzdoru"
"StaticItemNames.leggingsNames[77]","Nightguard Greaves","Náholenice noční stráže"
"StaticItemNames.leggingsNames[78]","Flameguard Greaves","Plamenné strážní holenice"
"StaticItemNames.leggingsNames[79]","The Bulwark Greaves","Náholenice bašty"
"StaticItemNames.leggingsNames[80]","Duskguard Greaves","Soumračné strážní holenice"
"StaticItemNames.leggingsNames[81]","Greaves of the Void","Náholenice prázdnoty"
"StaticItemNames.leggingsNames[82]","Thunderlegs","Hromové nohavice"
"StaticItemNames.leggingsNames[83]","The Dominator Greaves","Náholenice dominátora"
"StaticItemNames.leggingsNames[84]","Greaves of Ashes","Náholenice popela"
"StaticItemNames.leggingsNames[85]","Frostlegs","Mrazové nohavice"
"StaticItemNames.leggingsNames[86]","Warleggings","Válečné kamaše"
"StaticItemNames.leggingsNames[87]","The Paladin Greaves","Náholenice paladina"
"StaticItemNames.leggingsNames[88]","Shadowguard Greaves","Náholenice stínové stráže"
"StaticItemNames.leggingsNames[89]","Greaves of the Phoenix","Náholenice fénixe"
"StaticItemNames.leggingsNames[90]","Crimson Striders","Šarlatové chodci"
"StaticItemNames.leggingsNames[91]","The Champion Greaves","Náholenice šampiona"
"StaticItemNames.leggingsNames[92]","Ashguard Greaves","Popelové strážní holenice"
"StaticItemNames.leggingsNames[93]","Greaves of Night","Náholenice noci"
"StaticItemNames.leggingsNames[94]","Doomstriders","Záhubní chodci"
"StaticItemNames.leggingsNames[95]","The Warbringer Greaves","Náholenice válečného zvěstovatele"
"StaticItemNames.leggingsNames[96]","Greaves of the Sentinel","Náholenice sentinela"
"StaticItemNames.leggingsNames[97]","Stormguard Greaves","Náholenice bouřní stráže"
"StaticItemNames.leggingsNames[98]","Ironleggings","Železné kamaše"
"StaticItemNames.leggingsNames[99]","The Overlord Greaves","Náholenice vládce"
"StaticItemNames.leggingsNames[100]","Bloodlegs","Krvavé nohy"
"StaticItemNames.leggingsNames[101]","Greaves of Ruin Lost","Náholenice ztracené zkázy"
"StaticItemNames.leggingsNames[102]","Moonguard Greaves","Náholenice měsíční stráže"
"StaticItemNames.leggingsNames[103]","The Paragon Greaves","Náholenice paragona"
"StaticItemNames.leggingsNames[104]","Greaves of Dominion","Náholenice nadvlády"
"StaticItemNames.leggingsNames[105]","Dawnstriders","Úsvitové chodci"
"StaticItemNames.leggingsNames[106]","Voidstrider Greaves","Náholenice prázdnotného kráčeče"
"StaticItemNames.leggingsNames[107]","The Sovereign Greaves","Náholenice vladaře"
"StaticItemNames.leggingsNames[108]","Froststrider Greaves","Náholenice mrazochodce"
"StaticItemNames.leggingsNames[109]","Greaves of the Lost","Náholenice ztraceného"
"StaticItemNames.leggingsNames[110]","Thunderguard Greaves","Náholenice hromové stráže"
"StaticItemNames.leggingsNames[111]","The Conqueror Greaves","Náholenice dobyvatele"
"StaticItemNames.leggingsNames[112]","Greaves of Fire","Náholenice ohně"
"StaticItemNames.leggingsNames[113]","Nightstrider Greaves","Náholenice nočního kráčeče"
"StaticItemNames.leggingsNames[114]","Ashstrider Greaves","Popelové chodcovské holenice"
"StaticItemNames.leggingsNames[115]","The Avenger Greaves","Náholenice mstitele"
"StaticItemNames.leggingsNames[116]","Greaves of Frost","Náholenice mrazu"
"StaticItemNames.leggingsNames[117]","Warstrider Greaves","Náholenice válečného kráčeče"
"StaticItemNames.leggingsNames[118]","Flameleggings","Plamenné nohavice"
"StaticItemNames.leggingsNames[119]","The Archon Greaves","Náholenice archonta"
"StaticItemNames.leggingsNames[120]","Greaves of the Archon","Náholenice archonta"
"StaticItemNames.leggingsNames[121]","Duskstrider Greaves","Soumračné chodcovské holenice"
"StaticItemNames.leggingsNames[122]","Shadowstrider Greaves","Náholenice stínokráčeče"
"StaticItemNames.leggingsNames[123]","The Praetorian Greaves","Náholenice pretoriána"
"StaticItemNames.leggingsNames[124]","Greaves of the Damned","Náholenice zatraceného"
"StaticItemNames.leggingsNames[125]","Ironstriders of Valor","Železokráčeči udatnosti"
"StaticItemNames.leggingsNames[126]","Stormstrider Greaves","Náholenice bouřního kráčeče"
"StaticItemNames.leggingsNames[127]","The Zealot Greaves","Náholenice fanatika"
"StaticItemNames.leggingsNames[128]","Greaves of the Zealot","Náholenice fanatika"
"StaticItemNames.leggingsNames[129]","Moonstrider Greaves","Náholenice měsíčního kráčeče"
"StaticItemNames.leggingsNames[130]","Voidguard Greaves","Náholenice stráže prázdnoty"
"StaticItemNames.leggingsNames[131]","The Centurion Greaves","Náholenice setníka"
"StaticItemNames.leggingsNames[132]","Greaves of Midnight","Náholenice půlnoci"
"StaticItemNames.leggingsNames[133]","Dreadstrider Greaves","Děsivé chodcovské holenice"
"StaticItemNames.leggingsNames[134]","Frostguard Legs","Mrazivé strážní nohy"
"StaticItemNames.leggingsNames[135]","The Berserker Greaves","Náholenice berserkera"
"StaticItemNames.leggingsNames[136]","Greaves of Thunder","Náholenice hromu"
"StaticItemNames.leggingsNames[137]","Warguard Greaves","Náholenice válečné stráže"
"StaticItemNames.leggingsNames[138]","Moonleggings","Měsíční kamaše"
"StaticItemNames.leggingsNames[139]","The Inquisitor Greaves","Náholenice inkvizitora"
"StaticItemNames.leggingsNames[140]","Greaves of the Crusade","Náholenice křížové výpravy"
"StaticItemNames.leggingsNames[141]","Bloodstrider Greaves","Krvavé chodcovské holenice"
"StaticItemNames.leggingsNames[142]","Voidleggings","Kamaše prázdnoty"
"StaticItemNames.leggingsNames[143]","The Gladiator Greaves","Náholenice gladiátora"
"StaticItemNames.leggingsNames[144]","Greaves of the Overlord","Náholenice vládce"
"StaticItemNames.leggingsNames[145]","Duskleggings","Soumračné nohavice"
"StaticItemNames.leggingsNames[146]","Flameguard Legs","Plamenné strážní nohy"
"StaticItemNames.leggingsNames[147]","The Exarch Greaves","Náholenice exarchy"
"StaticItemNames.leggingsNames[148]","Greaves of the Exarch","Náholenice exarchy"
"StaticItemNames.leggingsNames[149]","Stormleggings","Bouřní kamaše"
"StaticItemNames.leggingsNames[150]","Doomguard Greaves","Záhubné strážní holenice"
"StaticItemNames.leggingsNames[151]","The Vindicator Greaves","Náholenice mstitele"
"StaticItemNames.leggingsNames[152]","Greaves of the Dreadlord","Náholenice pána hrůzy"
"StaticItemNames.leggingsNames[153]","Frostleggings","Mrazové kamaše"
"StaticItemNames.leggingsNames[154]","Bloodleggings","Krvavé nohavice"
"StaticItemNames.leggingsNames[155]","The Scion Greaves","Náholenice dědice"
"StaticItemNames.leggingsNames[156]","Greaves of Stars","Náholenice hvězd"
"StaticItemNames.leggingsNames[157]","Warlegs of Dawn","Válečné nohavice úsvitu"
"StaticItemNames.leggingsNames[158]","Thunderleggings","Hromové kamaše"
"StaticItemNames.leggingsNames[159]","The Eidolon Greaves","Náholenice eidolona"
"StaticItemNames.leggingsNames[160]","Greaves of the Wyrm","Náholenice draka"
"StaticItemNames.leggingsNames[161]","Ironlegs of Ruin","Železné nohavice zkázy"
"StaticItemNames.leggingsNames[162]","Flameguard Striders","Plamenní strážní chodci"
"StaticItemNames.leggingsNames[163]","The Hellknight Greaves","Náholenice pekelného rytíře"
"StaticItemNames.leggingsNames[164]","Greaves of the Hellion","Náholenice pekelníka"
"StaticItemNames.leggingsNames[165]","Frostguard Striders","Mrazivé strážní chodci"
"StaticItemNames.leggingsNames[166]","Shadowstriders of Night","Stínokráčeči noci"
"StaticItemNames.leggingsNames[167]","The Oathkeeper Greaves","Náholenice strážce přísahy"
"StaticItemNames.leggingsNames[168]","Greaves of the Oath","Náholenice přísahy"
